학원교습소명,학원명,개설일자,등록일자,등록상태명,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정명,도로명우편번호,도로명주소,도로명상세주소,구,lat,lon
학원,(2관)기찬에듀기찬수학학원,20200820,20200820,개원,240,95,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 305호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,(2관)짱솔학원,20151124,20151124,개원,150,114,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 252,/ 401호/402호 (수내동),분당구,37.366216199,127.126641894
학원,(분당점)더원학원,20220610,20220610,개원,300,143,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 254,/ 4층 (수내동/ 삼평프라자),분당구,37.366395367,127.126822062
학원,(주)그래디언트학원,20111205,20111205,개원,75,72,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 3-13,/ 606호 (정자동/ 대명제스트빌딩),분당구,37.364393218,127.107695832
학원,(주)아이에스이영어원격학원,20120720,20120720,개원,27,100,입시.검정 및 보습,보통교과,보습,13591,경기도 성남시 분당구 황새울로360번길 21,/ 604호 일부 (서현동/ 분당서현신영팰리스타워),분당구,37.385710025,127.125705411
학원,(주)크레버스씨큐브코딩분당제1지점학원,20171016,20171016,개원,36,172,종합(대),,,13555,경기도 성남시 분당구 느티로 27,/ 402호 (정자동),분당구,37.368869911,127.107506696
학원,(주)크레버스영재관분당제1지점학원,20140827,20140827,개원,300,269,입시.검정 및 보습,보통교과,보습,463847,경기도 성남시 분당구 성남대로 349,/ 406호/701호 (정자동/ 시그마타워),분당구,37.367294923,127.107698321
학원,(주)크레버스영재교육센터분당제1지점학원,20100527,20100527,개원,90,273,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 느티로 27,/ 501/ 502/ 503/ 504호 (정자동/ 하나플라자빌딩),분당구,37.368869911,127.107506696
학원,(주)크레버스영재교육센터분당제2지점학원,20161124,20161124,개원,60,237,입시.검정 및 보습,보통교과,보습,13595,경기도 성남시 분당구 수내로46번길 12,/ 2층 (수내동/ 코아빌딩),분당구,37.380406503,127.116594495
학원,(주)하이라인스터디센터독서실,20230109,20230109,개원,140,143,독서실,독서실,독서실(유아/초·중·고),13555,경기도 성남시 분당구 성남대로 381,/ 507호/ 508호 일부 (정자동/ 폴라리스빌딩),분당구,37.370280550,127.107516744
교습소,101기타음악교습소,20160419,20160419,개원,24,6,예능(대),예능(중),음악,13610,경기도 성남시 분당구 느티로 69,/ 303호 (정자동),분당구,37.368762450,127.112228977
학원,101프렙수내학원,20220401,20220401,개원,800,60,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 11,/ 229호 (수내동/ 양지마을),분당구,37.374923464,127.118566987
학원,107뮤직드럼미디전문학원,20160617,20160617,개원,22,61,예능(대),예능(중),음악,13610,경기도 성남시 분당구 내정로 111,/ 302호 (정자동/ 금설플라자),분당구,37.370232678,127.114567069
학원,11페이지수학전문학원,20211025,20211025,개원,10,60,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 803호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,1등급학원,20180111,20180111,개원,72,59,입시.검정 및 보습,보통교과,보습,13477,경기도 성남시 분당구 운중로 233,/ 601호 (판교동),분당구,37.390033340,127.088960872
학원,24오즈스터디센터독서실,20120104,20120104,개원,206,103,독서실,독서실,독서실(유아/초·중·고),463806,경기도 성남시 분당구 성남대로779번길 56,/ 4층 일부 (이매동/한풍상가),분당구,37.399498007,127.122344190
학원,3.14수학트레이닝센터학원,20230111,20230111,개원,1,93,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로165번길 50,/ 502호 일부/ 503호 (수내동/ 크리스탈빌딩),분당구,37.377133025,127.115477451
학원,4B미술학원,19951208,19951208,개원,60,75,예능(대),예능(중),미술,463821,경기도 성남시 분당구 중앙공원로31번길 42,/ 307~309 (서현동/ 서현파크플라자),분당구,37.383128014,127.125512449
학원,A&T+영어학원,20210916,20210916,개원,30,59,입시.검정 및 보습,보통교과,보습,13625,경기도 성남시 분당구 미금로 37,/ 304호 (구미동/ 하나프라자),분당구,37.336663452,127.116234193
교습소,AI리딩플러스책읽는습관논술교습소,20220610,20220610,개원,48,8,입시.검정 및 보습,보통교과,보습,13583,경기도 성남시 분당구 장안로51번길 31,/ 101-1404 (분당동/ 68건영아파트),분당구,37.371893098,127.141525653
학원,ALI알리영어학원,20190902,20190902,개원,78,78,입시.검정 및 보습,보통교과,보습,13492,경기도 성남시 분당구 판교로 376,/ 304호/404호 (삼평동/ 마크시티 퍼플),분당구,37.403965518,127.116139678
교습소,BJ영어교습소,20160715,20160715,개원,36,6,입시.검정 및 보습,보통교과,보습,13608,경기도 성남시 분당구 불정로 219,/ B108호 (정자동/ 한솔마을청구아파트),분당구,37.364381017,127.123299735
학원,C&A논술학원,20161109,20161109,개원,96,61,입시.검정 및 보습,보통교과,보습,13489,경기도 성남시 분당구 판교로 375,/ 204호 (삼평동/메가스페이스1),분당구,37.404241633,127.115303839
학원,CIC로봇코딩판교학원,20190603,20190603,개원,18,44,기타(대),기타(중),로봇,13466,경기도 성남시 분당구 운중로 128,/ 405호 (운중동/마크시티그린),분당구,37.391312688,127.077357796
학원,CIC로봇코딩학원,20170306,20170306,개원,30,59,기타(대),기타(중),로봇,13588,경기도 성남시 분당구 중앙공원로31번길 42,/ 314호/315호 (서현동),분당구,37.383128014,127.125512449
학원,CIS어학원,20220425,20220425,개원,32,138,국제화,외국어,실용외국어(유아/초·중·고),13571,경기도 성남시 분당구 이매로 132,/ 4층 일부(갈보리교회 새성전) (이매동),분당구,37.390521552,127.134213568
학원,D&P캐릭터발레무용연구소/학원,20220217,20220217,개원,114,44,예능(대),예능(중),무용,13625,경기도 성남시 분당구 구미로 60,/ 506호 (구미동/ 관보쇼핑),분당구,37.337788994,127.115675161
교습소,D.S수학교습소,20201201,20201201,개원,15,9,입시.검정 및 보습,보통교과,보습,13625,경기도 성남시 분당구 구미로 60,/ 407호 일부 (구미동/ 관보쇼핑),분당구,37.337788994,127.115675161
학원,ECN어학원,20121012,20121012,개원,120,97,국제화,외국어,실용외국어(유아/초·중·고),13627,경기도 성남시 분당구 돌마로90번길 4,/ 605호 (구미동/ 엘레강스프라자1동),분당구,37.349715117,127.111735377
교습소,EU잉글리쉬영어교습소,20181203,20181203,개원,24,20,입시.검정 및 보습,보통교과,보습,13589,경기도 성남시 분당구 중앙공원로40번길 8,/ 227호 일부 (서현동/ 현대근린상가),분당구,37.379709372,127.130164702
학원,E젠스터디학원,20100914,20100914,개원,70,67,입시.검정 및 보습,보통교과,보습,463840,경기도 성남시 분당구 판교로 475,/ 202호 (야탑동/ 굿모닝프라자),분당구,37.405673773,127.126704420
학원,E클래스영어학원,20010629,20010629,개원,30,116,국제화,외국어,실용외국어(유아/초·중·고),13568,경기도 성남시 분당구 양현로94번길 21,/ 201~204/ 207호의 일부 (이매동/ 분당코아),분당구,37.391021630,127.126382155
교습소,e해법수학샛별라이프수학교습소,20181011,20181011,개원,30,50,입시.검정 및 보습,보통교과,보습,13581,경기도 성남시 분당구 분당로 190,/ 201호 (분당동/ 샛별마을라이프아파트),분당구,37.374109692,127.130205155
교습소,e해법수학셀파수학교실수학교습소,20161221,20161220,개원,18,9,입시.검정 및 보습,보통교과,보습,13568,경기도 성남시 분당구 양현로94번길 11,/ 201호 (이매동),분당구,37.391553773,127.125713085
학원,FM수학학원,20110506,20110506,개원,24,63,입시.검정 및 보습,보통교과,보습,463830,경기도 성남시 분당구 양현로94번길 19,(이매동/새남서울조합상가) 402호,분당구,37.391144726,127.126208889
학원,FM최강수학학원,20010528,20010528,개원,82,143,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 내정로166번길 43,(수내동/금산프라자빌딩) 401호 일부,분당구,37.370407182,127.122592815
학원,G.O.M수학학원,20200611,20200611,개원,288,64,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 49,/ 3층 302호 (수내동/ 궁전프라자-3),분당구,37.377383949,127.115839932
학원,GL스터디마루지스피치학원,20130227,20130227,개원,60,65,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 정자일로 234,/ 6층 601호 (정자동/태남프라자),분당구,37.371212190,127.106281974
학원,GNM학원,20191227,20191227,개원,66,65,입시.검정 및 보습,진학지도,진학상담지도,13591,경기도 성남시 분당구 황새울로312번길 20,/ 704호 (서현동/ 분당태성빌딩),분당구,37.383025970,127.122074945
교습소,GTG수학교습소,20181231,20181231,개원,24,3,입시.검정 및 보습,보통교과,보습,13556,경기도 성남시 분당구 정자일로213번길 5,/ 303호 (정자동/ 아이파크분당3),분당구,37.368987739,127.105599347
학원,HK수학학원,20211026,20211026,개원,90,62,입시.검정 및 보습,보통교과,보습,13567,경기도 성남시 분당구 이매로 51,/ 403호/ 404호 일부 (이매동/ 한라프라자),분당구,37.395005430,127.126618789
학원,HMA수학전문학원,20200319,20200319,개원,22,60,입시.검정 및 보습,보통교과,보습,13461,경기도 성남시 분당구 운중로 129,/ 7층 704호 (운중동/ 마크시티 옐로우),분당구,37.391963622,127.077417218
학원,HR어학원,20171106,20171106,개원,165,155,국제화,외국어,실용외국어(유아/초·중·고),13601,경기도 성남시 분당구 불정로 260,/ 401호/402호일부/404호일부 (수내동/장터조합상가),분당구,37.366769994,127.127346990
학원,IB수학서현제2캠퍼스학원,19981125,19981125,개원,10,61,입시.검정 및 보습,보통교과,보습,463818,경기도 성남시 분당구 돌마로486번길 6,(서현동/상록프라자) 401호,분당구,37.377096894,127.133930859
학원,IB수학전문학원,20170331,20170331,개원,54,85,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 170,/ 203호 (수내동/ 동신파크빌딩),분당구,37.373482279,127.119677902
학원,IDT무용학원,20191211,20191211,개원,50,71,예능(대),예능(중),무용,13536,경기도 성남시 분당구 판교역로14번길 20,/ 301호 (백현동/ 코레드디엔씨),분당구,37.385486867,127.111442367
교습소,ILE아이비리그영어교습소,20170306,20170303,개원,24,8,입시.검정 및 보습,보통교과,보습,13560,경기도 성남시 분당구 정자일로 121,/ E동 104호 (정자동/ 분당 더샾 스타파크),분당구,37.361322979,127.104866991
학원,IN미술학원,20200107,20200107,개원,10,67,예능(대),예능(중),미술,13558,경기도 성남시 분당구 성남대로331번길 3-13,/ 804호 (정자동/ 대명제스트빌딩),분당구,37.364393218,127.107695832
학원,JS영어도서관학원,20130422,20130422,개원,180,75,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 돌마로 361,/ 601호 (수내동/동신코아빌딩),분당구,37.370585061,127.123030356
학원,K.라벨르미용학원,20210709,20210709,개원,160,40,직업기술,산업응용기술,이·미용,13555,경기도 성남시 분당구 정자일로 240,/ 206호 (정자동/ 월드프라자),분당구,37.371556860,127.106287652
학원,KAGE영재교육연구실학원,20100709,20100709,개원,25,64,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 5층일부 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
학원,KSR코딩엔로봇학원,20210910,20210910,개원,62,62,기타(대),기타(중),소프트웨어,13492,경기도 성남시 분당구 판교로 372,/ 7층 703호 (삼평동/ 스타식스코아1),분당구,37.403709282,127.115672976
교습소,LEE잉글리쉬영어교습소,20161115,20161115,개원,12,6,입시.검정 및 보습,보통교과,보습,13603,경기도 성남시 분당구 정자로 144,/ 207호·208호(정자동/정든마을우성4단지 상가) (정자동),분당구,37.362727987,127.119964257
학원,MCA학원,20180724,20180724,개원,60,120,입시.검정 및 보습,보통교과,보습,13591,경기도 성남시 분당구 황새울로360번길 21,/ 404호 (서현동/ 분당서현신영팰리스타워),분당구,37.385710025,127.125705411
교습소,MICHELLECHO피아노교습소,20210107,20210107,개원,15,5,입시.검정 및 보습,보통교과,보습,13535,경기도 성남시 분당구 동판교로52번길 22-6,/ 103호 (백현동),분당구,37.386929652,127.114022876
학원,MK프리유니구미관학원,20170925,20170925,개원,36,60,입시.검정 및 보습,보통교과,보습,13625,경기도 성남시 분당구 미금로 37,/ 201호 (구미동/ 하나프라자),분당구,37.336663452,127.116234193
학원,MK프리유니독서실,20181107,20181107,개원,45,49,독서실,독서실,독서실(유아/초·중·고),13604,경기도 성남시 분당구 불정로 168,/ 303호 (정자동/ 예광아트홀),분당구,37.359581645,127.123223789
학원,MK프리유니학원,20040219,20040219,개원,73,90,입시.검정 및 보습,보통교과,보습,13604,경기도 성남시 분당구 불정로 168,/ 302호 (정자동/ 예광아트홀),분당구,37.359581645,127.123223789
학원,NEP교육학원,20060911,20060911,개원,122,82,입시.검정 및 보습,보통교과,보습,463867,경기도 성남시 분당구 성남대로331번길 3-9,(정자동) 백궁프라자3 603호,분당구,37.364846148,127.107694690
교습소,NE능률영어교습소,20171113,20171113,개원,12,4,입시.검정 및 보습,보통교과,보습,13500,경기도 성남시 분당구 매화로 92,/ 상가동/ 205호 (야탑동/ 매화마을공무원아파트),분당구,37.416086457,127.135727851
학원,NIBEDU학원,20181107,20181107,개원,75,67,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 3-13,/ 507호 (정자동/ 대명제스트빌딩),분당구,37.364393218,127.107695832
학원,NIE논술학원,20041217,20041217,개원,70,61,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 돌마로 361,(수내동/동신코아빌딩) 6층 605호,분당구,37.370585061,127.123030356
학원,NTS독서실,20221125,20221125,개원,82,82,독서실,독서실,독서실(유아/초·중·고),13627,경기도 성남시 분당구 돌마로 86,/ 2동 609-2호 (구미동/ 엘레강스프라자),분당구,37.349688512,127.111289625
학원,PIE어학원,20221212,20221212,개원,40,146,국제화,외국어,실용외국어(유아/초·중·고),13558,경기도 성남시 분당구 느티로 16,/ 808호/ 809호 (정자동/ 젤존타워1),분당구,37.368163665,127.106311359
학원,PK대치스마트에듀분당수내학원,20190516,20190516,개원,466,67,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 불정로 255,/ 301호일부 (수내동/ 돌마소매시장),분당구,37.366928541,127.126420464
학원,STEMA학원,20190603,20190603,개원,64,74,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 801호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
교습소,SY영어교습소,20180213,20180213,개원,12,8,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 불정로376번길 37,/ 205호 (서현동/ 범한프라자),분당구,37.371635719,127.139443293
교습소,S서울수학교습소,20140509,20140509,개원,72,9,입시.검정 및 보습,보통교과,보습,463852,경기도 성남시 분당구 내정로 172,/ 503호일부 (수내동/상지상가빌딩),분당구,37.373649901,127.119962135
학원,TCC영어학원,20060530,20060530,개원,50,85,입시.검정 및 보습,보통교과,보습,463786,경기도 성남시 분당구 내정로 55,(정자동/상록마을) 주상가동 301호,분당구,37.364827463,127.112655495
학원,THE오름학원,20171127,20171127,개원,5850,84,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 5,/ 403호/405호 (수내동/궁전쇼핑타운),분당구,37.374290248,127.119278687
교습소,UCLA영어교습소,20140901,20140901,개원,35,35,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 돌마로486번길 7,/ 202호 일부 (서현동/ 효자촌),분당구,37.377617418,127.135156811
학원,VCA어학원,20170801,20170801,개원,3930,93,국제화,외국어,실용외국어(유아/초·중·고),13477,경기도 성남시 분당구 판교공원로1길 1,/ 3층 (판교동),분당구,37.390655228,127.090785460
학원,VEL영어학원,20210326,20210326,개원,15,57,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로166번길 43,/ 4층 406호 (수내동/ 금산프라자빌딩),분당구,37.370407182,127.122592815
학원,W어학원,20210208,20210208,개원,64,91,국제화,외국어,실용외국어(유아/초·중·고),13536,경기도 성남시 분당구 판교역로14번길 20,/ 401호 (백현동/ (주)코레드디엔씨),분당구,37.385486867,127.111442367
학원,YBMECC어학원,20121109,20121109,개원,122,260,국제화,외국어,실용외국어(유아/초·중·고),13483,경기도 성남시 분당구 판교원로 209,/ 101호/102호일부/201호 (판교동/ 판교원마을6단지아파트),분당구,37.387958729,127.089965679
학원,YBM잉글루서판교제1캠퍼스학원,20221102,20221102,개원,150,59,입시.검정 및 보습,보통교과,보습,13477,경기도 성남시 분당구 운중로 253,/ 502호 (판교동/ 티에스로드1),분당구,37.389542815,127.091170276
교습소,가연다움스튜디오음악교습소,20081107,20081107,개원,45,9,예능(대),예능(중),음악,463739,경기도 성남시 분당구 미금로 177,/ 303호 (구미동/까치마을),분당구,37.349127783,127.113877268
학원,가온영어학원,20080123,20080123,개원,95,77,입시.검정 및 보습,보통교과,보습,463865,경기도 성남시 분당구 불정로 256,(수내동/청후프라자) 503,분당구,37.366524803,127.126983199
학원,가우디미술학원,20090427,20090427,개원,120,44,예능(대),예능(중),미술,13591,경기도 성남시 분당구 황새울로360번길 35,/ 412호 (서현동/서현현대프라자),분당구,37.384910423,127.124671842
학원,가우디쥬니어미술학원,20170719,20170719,개원,130,56,예능(대),예능(중),미술,13586,경기도 성남시 분당구 돌마로476번길 41,/ 5층일부 (서현동/분당빌딩),분당구,37.374507902,127.136162896
학원,가인학원,20150624,20150624,개원,270,240,입시.검정 및 보습,보통교과,보습,463825,경기도 성남시 분당구 백현로 97,/ 401호 (수내동/ 수내동 다운타운),분당구,37.376857548,127.111380252
교습소,가치인독서토론논술교습소,20181126,20181126,개원,8,4,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로356번길 3,/ 4층 403-A호 (수내동/ 그랜드빌딩),분당구,37.369730708,127.123322025
학원,갈보리어학원,20160328,20160328,개원,12,88,국제화,외국어,실용외국어(유아/초·중·고),13571,경기도 성남시 분당구 이매로 138,/ 3층 (이매동),분당구,37.390760080,127.134450292
학원,감성수학학원,20200709,20200709,개원,84,68,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 256,/ 4층 401호 일부 (수내동/ 청후프라자),분당구,37.366524803,127.126983199
학원,강남에듀학원,20131213,20131213,개원,28,68,입시.검정 및 보습,보통교과,보습,13466,경기도 성남시 분당구 운중로 118,/ 902호 (운중동/ 스타타워),분당구,37.391390793,127.076059779
교습소,강동한수학교습소,20140602,20140602,개원,8,4,입시.검정 및 보습,보통교과,보습,463821,경기도 성남시 분당구 중앙공원로31번길 42,/ 207호 (서현동/서현파크플라자),분당구,37.383128014,127.125512449
교습소,강바이올린교습소,20100409,20100409,개원,4,2,예능(대),예능(중),음악,463821,경기도 성남시 분당구 중앙공원로 35,(서현동/올림픽스포츠센타) 205호,분당구,37.380881743,127.128671962
학원,강반장클라쓰독서실,20170717,20170717,개원,102,51,독서실,독서실,독서실(유아/초·중·고),13555,경기도 성남시 분당구 정자일로 234,/ 704호 (정자동),분당구,37.371212190,127.106281974
교습소,강쌤영어교습소,20101103,20101103,개원,25,4,입시.검정 및 보습,보통교과,보습,13625,경기도 성남시 분당구 구미로 60,/ 4층 410호 (구미동/ 관보쇼핑),분당구,37.337788994,127.115675161
학원,강의하는아이들동판교캠퍼스학원,20230116,20230116,개원,1,161,입시.검정 및 보습,보통교과,보습,13489,경기도 성남시 분당구 판교로 375,/ 703호/704호/705호 (삼평동/ 에메트타운),분당구,37.404241633,127.115303839
교습소,강의하는아이들수학교습소,20170808,20170808,개원,12,4,입시.검정 및 보습,보통교과,보습,13610,경기도 성남시 분당구 느티로 65,/ 203호 (정자동),분당구,37.368791269,127.111843471
학원,강의하는아이들판교학원,20141006,20140929,개원,95,72,입시.검정 및 보습,보통교과,보습,13461,경기도 성남시 분당구 운중로 129,/ 503호 (운중동),분당구,37.391963622,127.077417218
학원,강주희국어논술2관학원,20010719,20010719,개원,24,277,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 435,/ 501/ 502호 (야탑동/ 동양프라자),분당구,37.405728359,127.122201785
학원,강주희국어논술학원,20140305,20140305,개원,140,109,입시.검정 및 보습,보통교과,보습,463840,경기도 성남시 분당구 판교로 435,/ 503호 (야탑동/동양프라자상가),분당구,37.405728359,127.122201785
학원,강태훈과학학원,20120730,20120730,개원,24,89,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 돌마로 361,/ 401호/ 413호 (수내동/동신코아빌딩),분당구,37.370585061,127.123030356
학원,강한국어영어학원,20121228,20121228,개원,180,69,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 266,/ 402호 (수내동/ 유신제일조합),분당구,37.367092946,127.127683706
학원,개별지도분당필영어수학학원,20131231,20131231,개원,273,76,입시.검정 및 보습,보통교과,보습,463836,경기도 성남시 분당구 벌말로 44,/ 301호 일부 (야탑동/라이트하우스),분당구,37.411889787,127.138659670
학원,검정고시명문학원,20130916,20130916,개원,135,154,입시.검정 및 보습,보통교과,검정,463828,경기도 성남시 분당구 성남대로 934,/ 604호 (야탑동/ 궁전프라자-2),분당구,37.413191059,127.129286922
학원,경민미용예술학원,20070123,20070123,개원,1240,39,직업기술,산업응용기술,이·미용,13506,경기도 성남시 분당구 성남대로916번길 7,/ 701호 (야탑동/ 서일빌딩),분당구,37.411159416,127.129862777
학원,경화무용학원,19971106,19971106,개원,81,42,예능(대),예능(중),무용,463818,경기도 성남시 분당구 돌마로476번길 41,(서현동/분당빌딩) 4층,분당구,37.374507902,127.136162896
교습소,고대수학교습소,20180820,20180820,개원,12,30,입시.검정 및 보습,보통교과,보습,13461,경기도 성남시 분당구 운중로113번길 12-6,/ 1층 일부 (운중동),분당구,37.392614885,127.076041251
교습소,고대영어교습소,20160922,20160922,개원,45,5,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 172,/ 3층 304호 (수내동/상지상가빌딩),분당구,37.373649901,127.119962135
학원,고동국수학학원,20160111,20160111,개원,120,66,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 437,/ 303호 일부/ 304호 (야탑동/ 숭문상가),분당구,37.405726296,127.122433975
학원,고등수학전문스터디킬러학원,20210225,20210225,개원,70,65,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 돌마로 478,/ 410 (서현동/ 창인프라자),분당구,37.376949533,127.133476119
학원,고려검정고시학원,20050307,20050307,개원,115,192,입시.검정 및 보습,보통교과,검정,13615,경기도 성남시 분당구 돌마로 47,/ 612호 (금곡동/ 이코노샤르망),분당구,37.350388190,127.107188277
교습소,고쌤영어교습소,20161102,20161102,개원,10,2,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 불정로 381,/ 206호 (서현동/효자촌동진프라자),분당구,37.374555448,127.136708757
교습소,고전공론국어교습소,20180809,20180809,개원,12,4,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 172,/ 207호 (수내동/ 상지상가빌딩),분당구,37.373649901,127.119962135
교습소,고전공론한문교습소,20051222,20051222,개원,20,4,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 172,/ 2층 208-1호 (수내동/ 상지상가빌딩),분당구,37.373649901,127.119962135
학원,공감영어학원,20201029,20201029,개원,153,62,입시.검정 및 보습,보통교과,보습,13568,경기도 성남시 분당구 양현로94번길 7,/ 301호 (이매동/ 대명프라자),분당구,37.391853031,127.125425400
교습소,공미도미술교습소,19981110,19981110,개원,18,9,예능(대),예능(중),미술,463821,경기도 성남시 분당구 중앙공원로39번길 7,(서현동/삼성.한신) 근린상가 209호일부/210호일부,분당구,37.381648919,127.128152095
학원,공부공방독서실,20191224,20191224,개원,408,84,독서실,독서실,독서실(유아/초·중·고),13466,경기도 성남시 분당구 운중로 118,/ 1002호 (운중동/ 스타타워),분당구,37.391390793,127.076059779
교습소,공부의유혹사회교습소,20150122,20150122,개원,8,4,입시.검정 및 보습,보통교과,보습,463834,경기도 성남시 분당구 정자로 78,/ 501호 (정자동/ 영동프라자),분당구,37.363179085,127.113529674
학원,공부의철인학원,20201019,20201019,개원,96,66,입시.검정 및 보습,보통교과,보습,13595,경기도 성남시 분당구 황새울로258번길 32,/ 5층 505호 506호 (수내동/ 코리아나빌딩),분당구,37.379430931,127.116101761
교습소,공작왕교습소,20200611,20200611,개원,3,3,예능(대),예능(중),미술,13474,경기도 성남시 분당구 판교로 190-4,/ 1층 일부 (판교동/ TPC빌딩),분당구,37.400031198,127.096238128
학원,공터베리트영어학원,20150911,20150911,개원,96,97,입시.검정 및 보습,보통교과,보습,13629,경기도 성남시 분당구 미금로 184,/ 201호/202호/206호일부 (구미동/ 까치마을상가동),분당구,37.349736450,127.117425418
학원,공터영어바롬국어학원,20180425,20180425,개원,35,80,입시.검정 및 보습,보통교과,보습,13589,경기도 성남시 분당구 중앙공원로40번길 8,/ 205/ 217호 (서현동/ 현대근린상가),분당구,37.379709372,127.130164702
학원,공터영어설연고학원,20181114,20181114,개원,30,66,입시.검정 및 보습,보통교과,보습,13567,경기도 성남시 분당구 양현로 126,/ 203호 204호 (이매동/ 미림프라자),분당구,37.394984879,127.125630025
학원,과학의본학원,20210913,20210913,개원,45,61,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 393,/ A204 (정자동/ 두산위브파빌리온),분당구,37.371631124,127.107168080
교습소,관찰과추론수학교습소,20160405,20160405,개원,72,6,입시.검정 및 보습,보통교과,보습,13504,경기도 성남시 분당구 벌말로 41,/ 403호 (야탑동/ 성원프라자),분당구,37.411656074,127.138100027
교습소,교영수능영어교습소,20161129,20161129,개원,4,4,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 206호/207호 (수내동/현대제일상가),분당구,37.369990360,127.123626496
학원,교육명가보습학원,20000624,20000624,개원,76,168,입시.검정 및 보습,보통교과,보습,463865,경기도 성남시 분당구 불정로 256,(수내동/청후프라자) 5층 501/502호 ,분당구,37.366524803,127.126983199
학원,교현학원,20111219,20111219,개원,126,74,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 돌마로486번길 6,/ 502호 (서현동/상록프라자),분당구,37.377096894,127.133930859
교습소,구샘수학교습소,20230118,20230118,개원,1,5,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 257호/ 261호 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
교습소,구준희영어교습소,20161004,20161004,개원,28,7,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 돌마로 361,/ 402호 (수내동/동신코아빌딩),분당구,37.370585061,127.123030356
학원,국어를탐하다학원,20140731,20140731,개원,80,60,입시.검정 및 보습,보통교과,보습,463420,경기도 성남시 분당구 판교역로14번길 20,(백현동/(주)코레드디엔씨),분당구,37.385486867,127.111442367
학원,국어신공국어학원,20221018,20221018,개원,48,74,입시.검정 및 보습,보통교과,보습·논술,13504,경기도 성남시 분당구 벌말로 45,/ 2층 202호 (야탑동/ 명창빌딩),분당구,37.411970074,127.138157355
학원,국어의강학원,20171212,20171212,개원,52,64,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 260,/ 지상2층204호 (수내동/장터조합상가),분당구,37.366769994,127.127346990
교습소,국어의신화국어교습소,20201209,20201209,개원,15,5,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 240,/ 403호 일부 (정자동/ 월드프라자),분당구,37.371556860,127.106287652
학원,국어혁명1관학원,20181231,20181231,개원,160,59,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 49,/ 403호 (수내동/ 궁전프라자-3),분당구,37.377383949,127.115839932
