학원교습소명,학원명,개설일자,등록일자,등록상태명,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정명,도로명우편번호,도로명주소,도로명상세주소,구,lat,lon
교습소,김일태국어교습소,20210722,20210722,개원,1,9,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 돌마로486번길 40,/ 306-1호 (서현동/ 한라쇼핑),분당구,37.374737362,127.136534019
교습소,김재희미술교습소,20130801,20130801,개원,18,8,예능(대),예능(중),미술,463817,경기도 성남시 분당구 야탑로231번길 38,/ 1층 4호 (야탑동/목련마을성환빌라),분당구,37.407678192,127.147337336
교습소,김정호영어교습소,20210104,20210104,개원,10,5,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 느티로 16,/ 907호 일부 (정자동/ 젤존타워1),분당구,37.368163665,127.106311359
교습소,김주연영어교습소,20190307,20190307,개원,15,5,입시.검정 및 보습,보통교과,보습,13568,경기도 성남시 분당구 양현로94번길 7,/ 207호 (이매동/ 대명프라자),분당구,37.391853031,127.125425400
교습소,김지원수학교습소,20101022,20101022,개원,84,7,입시.검정 및 보습,보통교과,보습,463856,경기도 성남시 분당구 매화로 50,(야탑동/송림프라자) 204호,분당구,37.411943304,127.134165216
학원,김진성열정어학원,20061218,20061218,개원,120,200,종합(대),,,13566,경기도 성남시 분당구 판교로 470,/ 2층 (이매동/ 우리빌딩),분당구,37.405133113,127.125989799
교습소,김초롱목공&미술교습소,20171110,20171110,개원,20,9,예능(대),예능(중),미술,13523,경기도 성남시 분당구 판교로 442,/ 301호 (이매동),분당구,37.405149833,127.122883926
교습소,김태희영어교습소,20221005,20221005,개원,14,7,입시.검정 및 보습,보통교과,보습,13466,경기도 성남시 분당구 운중로 122,/ 602호 (운중동/ 골드클래스),분당구,37.391361940,127.076635400
학원,김태희영어학원,20051115,20051115,개원,26,95,국제화,외국어,실용외국어(유아/초·중·고),13523,경기도 성남시 분당구 판교로 434,/ 401호 일부 (이매동/명건빌딩),분당구,37.405175350,127.121967326
교습소,김한나피아노교습소,20130124,20130124,개원,20,5,예능(대),예능(중),음악,13611,경기도 성남시 분당구 느티로 70,/ 상가동 206호 (정자동/ 느티마을3/4단지),분당구,37.368341687,127.112064055
학원,김흙국어전문학원,19970902,19970902,개원,150,63,입시.검정 및 보습,보통교과,보습,463818,경기도 성남시 분당구 돌마로 478,(서현동) 효자촌프라자 404호,분당구,37.376949533,127.133476119
교습소,김희경영어교습소,20130617,20130617,개원,10,5,입시.검정 및 보습,보통교과,보습,463922,경기도 성남시 분당구 내정로173번길 11,/ 311호일부(좌측) (수내동/양지마을),분당구,37.374923464,127.118566987
학원,깊은샘국어학원,20190702,20190702,개원,15,75,입시.검정 및 보습,보통교과,보습,13489,경기도 성남시 분당구 판교로 375,/ 401호 (삼평동/ 메가스페이스1),분당구,37.404241633,127.115303839
학원,깊은생각2관수학학원,20100622,20100622,개원,130,73,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 정자일로 240,(정자동/월드 프라자) 801호,분당구,37.371556860,127.106287652
학원,깊은생각수학학원,20161019,20161019,개원,555,125,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 240,/ 604호 일부·605호 (정자동/월드프라자),분당구,37.371556860,127.106287652
교습소,깡수학교습소,20150120,20150120,개원,11,5,입시.검정 및 보습,보통교과,보습,13523,경기도 성남시 분당구 성남대로779번길 48,/  207호 (이매동),분당구,37.399493346,127.123281876
학원,깨봉캠퍼스정자동학원,20200306,20200306,개원,44,65,입시.검정 및 보습,보통교과,보습·논술,13555,경기도 성남시 분당구 정자일로 234,/ 303호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,꼬마손미술학원,20040207,20040207,개원,8,48,예능(대),예능(중),미술,463921,경기도 성남시 분당구 내정로 185,(수내동/양지마을) 분산상가 101/ 103/ 107호,분당구,37.375785542,127.120164888
교습소,꼼꼼수학교습소,20161206,20161208,개원,18,6,입시.검정 및 보습,보통교과,보습,13567,경기도 성남시 분당구 이매로 51,/ 206-1호 (이매동/한라프라자),분당구,37.395005430,127.126618789
학원,꼼꼼수학학원,20190614,20190614,개원,70,59,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 266,/ 202호 (수내동/ 유신제일조합),분당구,37.367092946,127.127683706
교습소,꽃구름미술교습소,20120312,20120312,개원,12,6,예능(대),예능(중),미술,463705,경기도 성남시 분당구 구미로 50,/ 201호 일부 (구미동/무지개마을),분당구,37.336399053,127.114051645
교습소,꿈꾸는달리아트&그림책미술교습소,20170609,20170609,개원,10,5,예능(대),예능(중),미술,13599,경기도 성남시 분당구 내정로 172,/ 216호/217호/218호 (수내동/상지상가빌딩),분당구,37.373649901,127.119962135
교습소,꿈꾸는음악교습소,20121206,20121206,개원,5,5,예능(대),예능(중),음악,463777,경기도 성남시 분당구 중앙공원로 20,/ 현대아파트분산상가1동 305호전체 (서현동/ 현대아파트),분당구,37.377950683,127.129313578
교습소,꿈소담이피아노교습소,20060209,20060209,개원,36,2,예능(대),예능(중),음악,13519,경기도 성남시 분당구 판교로 519,/ 201호 (야탑동/ 탑마을경남아너스빌),분당구,37.406570464,127.130598138
교습소,꿈을치는피아노교습소,20051004,20051008,개원,4,4,예능(대),예능(중),음악,463871,경기도 성남시 분당구 미금로33번길 26,(구미동) 효빌딩 402호,분당구,37.337564629,127.115559386
교습소,꿈을키우는미술교습소,20090930,20090930,개원,22,5,예능(대),예능(중),미술,463864,경기도 성남시 분당구 돌마로 364,(수내동/현대제일상가) 214/215호,분당구,37.369990360,127.123626496
학원,끄레아로얄아트영어학원,20221229,20221229,개원,1,66,입시.검정 및 보습,보통교과,보습,13554,경기도 성남시 분당구 정자일로 248,/ 902호 (정자동/ 파크뷰),분당구,37.373447051,127.106707099
교습소,끝장수학교습소,20210111,20210111,개원,56,8,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 437,/ 205호 일부 (야탑동/ 승문상가),분당구,37.405726296,127.122433975
학원,끼연기뮤지컬학원,20190724,20190724,개원,16,49,기타(대),기타(중),기타(소),13615,경기도 성남시 분당구 돌마로 47,/ 701호 (금곡동/ 이코노샤르망),분당구,37.350388190,127.107188277
교습소,나나영어교습소,20190605,20190605,개원,12,4,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 4층 7호 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
교습소,나나잉글리쉬(NANAENG)영어교습소,20220311,20220311,개원,9,3,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 8,/ 328호 (정자동/ 킨스타워),분당구,37.365948642,127.106632759
교습소,나노수학교습소,20150707,20150707,개원,27,3,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 49,/ 216호일부 (수내동/ 궁전프라자-3),분당구,37.377383949,127.115839932
학원,나노수학학원,20211018,20211018,개원,96,59,입시.검정 및 보습,보통교과,보습,13466,경기도 성남시 분당구 운중로 118,/ 801호 (운중동/ 스타타워),분당구,37.391390793,127.076059779
학원,나랑피아노음악학원,20221116,20221116,개원,140,36,예능(대),예능(중),음악,13602,경기도 성남시 분당구 불정로 119,/ 근린상가동 103호/ 104호 (정자동/ 정든마을한진8단지아파트),분당구,37.360069465,127.117616935
학원,나를찾는숲독서실,20200604,20200604,개원,159,53,독서실,독서실,독서실(유아/초·중·고),13554,경기도 성남시 분당구 정자일로 248,/ 504호 (정자동/ 파크뷰),분당구,37.373447051,127.106707099
교습소,나무국어교습소,20200417,20200417,개원,24,4,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 3층 3호 일부/ 4호 일부 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
교습소,나무아동미술연구소교습소,20090825,19960812,개원,1,1,예능(대),예능(중),미술,463876,경기도 성남시 분당구 선지봉로16번길 10-6,(분당동) 1층,분당구,37.365735067,127.140889022
교습소,나인잉글리시영어교습소,20070207,20070207,개원,10,5,입시.검정 및 보습,보통교과,보습,463822,경기도 성남시 분당구 중앙공원로40번길 42,(서현동/우성종합상가)  49동 219호,분당구,37.378320553,127.131993249
학원,나침반독서실,20140805,20140805,개원,30,73,독서실,독서실,독서실(유아/초·중·고),13522,경기도 성남시 분당구 판교로 445,/ 지상4층 1호 (야탑동/ 미라보상가),분당구,37.405724830,127.123341297
학원,난공불락스파르타분당센터독서실,20191122,20191122,개원,286,250,독서실,독서실(중),독서실(일반인),13568,경기도 성남시 분당구 양현로94번길 9,/ 401호 (이매동/ 성우빌딩),분당구,37.391721479,127.125601297
학원,남궁한국예술국악학원,19971101,19971101,개원,6,28,예능(대),예능(중),음악,463848,경기도 성남시 분당구 내정로129번길 35-2,(정자동) 지하1층,분당구,37.373732935,127.113086511
학원,남다른수학학원,20171109,20171109,개원,30,60,입시.검정 및 보습,보통교과,보습,13489,경기도 성남시 분당구 판교로 375,/ / 303 (삼평동) (삼평동/ 메가스페이스1),분당구,37.404241633,127.115303839
교습소,남수희클라리넷교습소,20040426,20040426,개원,2,9,예능(대),예능(중),음악,13600,경기도 성남시 분당구 수내로192번길 25,/ 푸른마을상가 4-5동 201호 (수내동/ 푸른마을쌍용아파트),분당구,37.369186101,127.124299230
학원,남화연한국무용학원,20190322,20190322,개원,40,54,예능(대),예능(중),무용,13558,경기도 성남시 분당구 성남대로331번길 3-3,/ 702호 (정자동/ 젤존타워III),분당구,37.365318538,127.107704996
학원,내가찾던영어2관학원,20100831,20100831,개원,80,58,입시.검정 및 보습,보통교과,보습,13601,경기도 성남시 분당구 불정로 258,/ 301호 (수내동/ 우진프라자),분당구,37.366634886,127.127160327
학원,내가찾던영어학원,20200210,20200210,개원,150,90,입시.검정 및 보습,보통교과,보습,13586,경기도 성남시 분당구 돌마로 478,/ 502호 일부 (서현동/ 창인프라자),분당구,37.376949533,127.133476119
학원,내정음악학원,20170502,20170502,개원,52,53,예능(대),예능(중),음악,13599,경기도 성남시 분당구 내정로166번길 7-3,/ 지상4층 1호 (수내동/서기빌딩),분당구,37.373360464,127.120032495
교습소,내친구피아노교습소,19940603,19940603,개원,25,7,예능(대),예능(중),음악,13521,경기도 성남시 분당구 판교로 477,/ 401호 (야탑동/분당정우스토아),분당구,37.405738624,127.126932321
학원,너를위한특별한수학원,20140512,20140512,개원,40,135,입시.검정 및 보습,보통교과,보습,13627,경기도 성남시 분당구 돌마로 86,/ 2동 604호/ 605호/ 609-1호 (구미동/ 엘레강스프라자),분당구,37.349688512,127.111289625
학원,너를위한특별한수학원영재관학원,20150714,20150714,개원,64,69,입시.검정 및 보습,보통교과,보습,463808,경기도 성남시 분당구 돌마로90번길 4,/ 203-1호 (구미동/ 엘레강스 프라자 1동),분당구,37.349715117,127.111735377
학원,너를위한특별한아이비수학원,20080725,20080725,개원,45,118,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 정자일로 234,/ 505호 일부 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,네오올림수학보습학원,20030111,20030111,개원,79,117,입시.검정 및 보습,보통교과,보습,463834,경기도 성남시 분당구 정자로 80,(정자동/정자프라자) 401호,분당구,37.363183862,127.113802571
학원,네오캣디자인미술학원,20190318,20190318,개원,355,108,예능(대),예능(중),미술,13558,경기도 성남시 분당구 성남대로 345,/ 706호/801호 (정자동/ 정자역프라자),분당구,37.366891804,127.107704500
학원,네오캣미술학원,20200916,20200916,개원,140,41,예능(대),예능(중),미술,13558,경기도 성남시 분당구 성남대로 345,/ 806호 (정자동/ 정자역프라자),분당구,37.366891804,127.107704500
교습소,네이처과학교습소,20090918,20090918,개원,60,5,입시.검정 및 보습,보통교과,보습,463864,경기도 성남시 분당구 돌마로 364,/ 2층 11호~13호 (수내동/현대제일상가),분당구,37.369990360,127.123626496
학원,네일팰리스학원,20150227,20150227,개원,130,51,직업기술,산업응용기술,이·미용,463825,경기도 성남시 분당구 백현로101번길 13,/ 수내동 20-5 월드프라자 3층 303호/ 304호 (수내동),분당구,37.377232956,127.112160211
학원,노바아케데미아어학원,20111124,20111124,개원,135,186,국제화,외국어,실용외국어(유아/초·중·고),13555,경기도 성남시 분당구 정자일로 234,/ 602호/603호/604호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
교습소,노엘블랑아뜰리에미술교습소,20221026,20221026,개원,36,6,예능(대),예능(중),미술,13526,경기도 성남시 분당구 동판교로 156,/ 105호 일부 (삼평동/ 봇들마을9단지금호어울림아파트),분당구,37.396601101,127.118212912
교습소,노전서예교습소,20010414,20010414,개원,9,9,기타(대),기타(중),서예,463821,경기도 성남시 분당구 중앙공원로39번길 7,(서현동/삼성.한신) 근린상가 A동 3층 306호,분당구,37.381648919,127.128152095
교습소,논리의숲논술교습소,20220203,20220203,개원,6,3,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 49,/ 214호/ 215호 (수내동/ 궁전프라자-3),분당구,37.377383949,127.115839932
학원,논술화랑학원,20230102,20230102,개원,86,139,입시.검정 및 보습,보통교과,보습·논술,13555,경기도 성남시 분당구 성남대로 393,/ B동 203호/ 204호/ 205호 (정자동/ 두산위브파빌리온),분당구,37.371631124,127.107168080
학원,누에보미술학원,20220216,20220216,개원,208,45,예능(대),예능(중),미술,13630,경기도 성남시 분당구 돌마로 52,/ 604호 (구미동/ MD프라자),분당구,37.349681495,127.107750098
학원,눈높이러닝센터분당미금학원,20151202,20151202,개원,468,69,입시.검정 및 보습,보통교과,보습,13613,경기도 성남시 분당구 정자일로 55,/ 109동 205호 (금곡동/분당두산위브아파트),분당구,37.354400908,127.105047105
교습소,뉴열린미술교습소,20041007,20041007,개원,63,9,예능(대),예능(중),미술,463833,경기도 성남시 분당구 정자로 113,(정자동/한솔마을5단지주공아파트) 상가 206호 일부,분당구,37.363747977,127.117466179
교습소,뉴욕아트랩교습소,20110520,20110520,개원,36,9,예능(대),예능(중),미술,13567,경기도 성남시 분당구 이매로 51,/ 208호 (이매동/한라프라자),분당구,37.395005430,127.126618789
학원,뉴욕영어수학학원,20010515,20010515,개원,86,89,입시.검정 및 보습,보통교과,보습,13629,경기도 성남시 분당구 미금로 170,/ 401호 (구미동/남현문화센터),분당구,37.348410281,127.117151236
학원,뉴패러다임과학전문학원,20030316,20030316,개원,28,103,입시.검정 및 보습,보통교과,보습,13523,경기도 성남시 분당구 판교로 444,/ 401/402호 (이매동/아름빌딩),분당구,37.405150078,127.123111818
교습소,느티나무아뜰리에미술교습소,20160701,20160701,개원,136,9,예능(대),예능(중),미술,13600,경기도 성남시 분당구 돌마로 364,/ 4층6호 (수내동/현대제일상가),분당구,37.369990360,127.123626496
교습소,늘/그림미술교습소,20220722,20220722,개원,8,4,예능(대),예능(중),미술,13626,경기도 성남시 분당구 구미로 100,/ 상가동 지하04호 (구미동/ 무지개마을건영/삼성아파트),분당구,37.338585693,127.120492949
학원,늘푸른실용음악학원,20120210,20120210,개원,4,10,예능(대),예능(중),음악,463830,경기도 성남시 분당구 양현로94번길 7,/ 4층 401호 (이매동/대명프라자),분당구,37.391853031,127.125425400
학원,니하오중국어학원,20180927,20180927,개원,75,100,입시.검정 및 보습,보통교과,보습,13506,경기도 성남시 분당구 성남대로 926,/ 602호 (야탑동/ 분당메트로),분당구,37.412582315,127.129293695
학원,닛시잉글리쉬보습학원,20110211,20110211,개원,22,67,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 성남대로 381,(정자동/폴라리스빌딩)  606호,분당구,37.370280550,127.107516744
학원,다른영어학원,20210129,20210129,개원,42,60,입시.검정 및 보습,보통교과,보습,13523,경기도 성남시 분당구 판교로 442,/ 403호 (이매동/ 우일프라자빌딩),분당구,37.405149833,127.122883926
학원,다린수학분당분원학원,20141120,20141120,개원,98,109,입시.검정 및 보습,보통교과,보습,463825,경기도 성남시 분당구 황새울로258번길 43,/ 401~407호 (수내동/ 수내프라자),분당구,37.378314978,127.115496261
학원,다비다수학학원,20180220,20180220,개원,63,62,입시.검정 및 보습,보통교과,보습,13613,경기도 성남시 분당구 정자일로 55,/ 109-211 (금곡동/분당두산위브아파트),분당구,37.354400908,127.105047105
교습소,다빈치드로잉미술교습소,20050602,20050602,개원,63,9,예능(대),예능(중),미술,463819,경기도 성남시 분당구 불정로376번길 37,(서현동/범한프라자) 211호일부,분당구,37.371635719,127.139443293
교습소,다산수학교습소,20080228,20080228,개원,12,4,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 돌마로 361,/ 409호 일부 (수내동/동신코아빌딩),분당구,37.370585061,127.123030356
교습소,다시만난영어교습소,20050218,20050218,개원,28,7,입시.검정 및 보습,보통교과,보습,463819,경기도 성남시 분당구 불정로 380,(서현동/동남프라자) 307호,분당구,37.373983931,127.136860587
학원,다온학원,20210916,20210916,개원,9,98,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로331번길 9-13,/ 2층 (정자동/ 이현빌딩),분당구,37.364506658,127.107093557
교습소,다올림수학교습소,20190902,20190902,개원,24,6,입시.검정 및 보습,보통교과,보습,13508,경기도 성남시 분당구 야탑로271번길 7,/ 근린상가동 107호 (야탑동/ 목련마을자영빌라),분당구,37.406846386,127.148121019
교습소,다함수학교습소,20220404,20220404,개원,54,9,입시.검정 및 보습,보통교과,보습,13616,경기도 성남시 분당구 정자일로 25,/ 302-2호 (금곡동/ 대덕프라자2),분당구,37.352387506,127.105672704
교습소,다희아트미술교습소,20221024,20221024,개원,24,8,예능(대),예능(중),미술,13587,경기도 성남시 분당구 불정로 380,/ 203호 (서현동/ 동남프라자),분당구,37.373983931,127.136860587
교습소,단비수학교습소,20191014,20191014,개원,30,3,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 393,/ B동 211호 (정자동/ 두산위브파빌리온),분당구,37.371631124,127.107168080
학원,단아(端雅)·해법중국어학원,20190501,20190501,개원,100,62,입시.검정 및 보습,보통교과,보습,13613,경기도 성남시 분당구 정자일로 55,/ 109-204호 (금곡동/ 분당두산위브),분당구,37.354400908,127.105047105
교습소,단아수학교습소,20151221,20151221,개원,24,3,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 불정로386번길 10,/ 2063호·2064호 (서현동/ 효자촌미래타운 상가),분당구,37.373413515,127.138034678
교습소,달리아트미술교습소,20221123,20221123,개원,14,7,예능(대),예능(중),미술,13490,경기도 성남시 분당구 동판교로266번길 14,/ 101-1호 (삼평동),분당구,37.406228646,127.116908138
교습소,달토끼아트미술교습소,20100910,20100910,개원,6,4,예능(대),예능(중),미술,13599,경기도 성남시 분당구 내정로174번길 42,/ 2층 205호 (수내동/ 파크타운 주상복합상가),분당구,37.371533532,127.122142502
교습소,달팽이아트미술교습소,20170316,20170316,개원,27,9,예능(대),예능(중),미술,13499,경기도 성남시 분당구 장미로 101,/ 1303호 (야탑동/ 장미마을),분당구,37.414279747,127.131835400
교습소,대림수학교습소,20150720,20150720,개원,20,4,입시.검정 및 보습,보통교과,보습,463703,경기도 성남시 분당구 미금로 23,/ 103호 일부 (구미동/ 무지개마을),분당구,37.335455319,127.117352666
교습소,대림피아노교습소,19970129,19970129,개원,25,6,예능(대),예능(중),음악,13625,경기도 성남시 분당구 미금로 23,/ 201호 (구미동/ 무지개마을대림아파트상가),분당구,37.335455319,127.117352666
학원,대상일프로보습학원,20091014,20091014,개원,60,76,입시.검정 및 보습,보통교과,보습,13521,경기도 성남시 분당구 판교로 475,/ 402호 (야탑동/굿모닝프라자2),분당구,37.405673773,127.126704420
교습소,대장이화수학교습소,20220713,20220713,개원,1,8,입시.검정 및 보습,보통교과,보습,13544,경기도 성남시 분당구 판교대장로6길 10,/ 211호 (대장동),분당구,37.366733423,127.068375222
학원,대장이화수학학원,20230104,20230104,개원,240,60,입시.검정 및 보습,보통교과,보습,13544,경기도 성남시 분당구 판교대장로 84,(대장동),분당구,37.366419832,127.068340794
학원,대찬플러스학원,20181214,20181214,개원,300,264,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 389,/ 1007호/1008호/1009호/1010호 (정자동/ 폴라리스빌딩2),분당구,37.370846923,127.107483499
학원,대치명인이매학원,19970222,19970222,개원,1470,271,입시.검정 및 보습,보통교과,보습,13566,경기도 성남시 분당구 판교로 474,/ 2층 (이매동/ 정민빌딩),분당구,37.405070880,127.126489610
학원,대치명인학원,20140820,20140818,개원,4100,237,입시.검정 및 보습,보통교과,보습,13627,경기도 성남시 분당구 돌마로 86,/ 801호 (구미동/ 엘레강스프라자),분당구,37.349688512,127.111289625
학원,대치샾1학원,20150421,20150421,개원,66,65,입시.검정 및 보습,보통교과,보습,463440,경기도 성남시 분당구 운중로 118,/ 702호 (운중동/ 스타타워),분당구,37.391390793,127.076059779
학원,대치수강학원,20220118,20220118,개원,215,111,입시.검정 및 보습,보통교과,보습·논술,13558,경기도 성남시 분당구 성남대로 345,/ 505호 (정자동/ 정자역프라자),분당구,37.366891804,127.107704500
교습소,대치영어마스터영어교습소,20180322,20180322,개원,6,3,입시.검정 및 보습,보통교과,보습,13603,경기도 성남시 분당구 정자로 144,/ 209호 및 210호 일부  (정자동/ 정든마을우성4단지아파트),분당구,37.362727987,127.119964257
학원,대치인수학전문학원,20070615,20070615,개원,36,70,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 정자일로 240,(정자동/월드 프라자) 306호,분당구,37.371556860,127.106287652
학원,대치최고수학학원,20201102,20201102,개원,300,60,입시.검정 및 보습,보통교과,보습,13567,경기도 성남시 분당구 이매로 51,/ 404호일부/ 405호 (이매동/ 한라프라자),분당구,37.395005430,127.126618789
교습소,대치통합영어교습소,20160819,20160819,개원,18,6,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 445,/ 2층 1호 (야탑동/미라보상가),분당구,37.405724830,127.123341297
학원,대치학원,20170706,20170706,개원,52,60,입시.검정 및 보습,보통교과,보습,13612,경기도 성남시 분당구 정자로 78,/ 504호 (정자동),분당구,37.363179085,127.113529674
교습소,대한논리속독미금교습소,20120313,20120313,개원,20,4,입시.검정 및 보습,보통교과,보습,463808,경기도 성남시 분당구 돌마로90번길 4,/  604호 일부 (구미동/엘레강스 프라자 1동),분당구,37.349715117,127.111735377
학원,더(THE)힘수학학원,20220407,20220407,개원,80,88,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 5층 일부 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
교습소,더그림미술교습소,20190122,20190122,개원,6,3,예능(대),예능(중),미술,13587,경기도 성남시 분당구 불정로386번길 10,/ 상가2층 2069-1호 (서현동/ 효자촌미래타운아파트),분당구,37.373413515,127.138034678
교습소,더대치영어교습소,20191004,20191004,개원,72,4,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로 172,/ 308호 (수내동/ 상지상가빌딩),분당구,37.373649901,127.119962135
학원,더라움음악학원,20070418,20070418,개원,60,29,예능(대),예능(중),음악,463757,경기도 성남시 분당구 내정로 10,(정자동/정든마을) 202/203호,분당구,37.360576109,127.115879398
교습소,더뮤즈음악교습소,20091117,20091117,개원,70,5,예능(대),예능(중),음악,463956,경기도 성남시 분당구 판교원로 207,(판교동/판교원마을) 대우아파트상가 203호,분당구,37.387592113,127.088942088
교습소,더바른수학교습소,20221025,20221025,개원,20,4,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 불정로376번길 7,/ 402호 내 4027호 (서현동/ 건일빌딩),분당구,37.373716926,127.137040777
교습소,더바이올린교습소,20090803,20090803,개원,4,5,예능(대),예능(중),음악,13599,경기도 성남시 분당구 내정로 172,/ 214호 (수내동/상지상가빌딩),분당구,37.373649901,127.119962135
학원,더바짝학원,20000715,20000715,개원,85,15,입시.검정 및 보습,보통교과,보습,13522,경기도 성남시 분당구 판교로 443,/ 401호 (야탑동/ 중앙퍼지마트),분당구,37.405762102,127.123122991
학원,더배움영어학원,20091231,20091231,개원,22,65,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 내정로166번길 43,/ 304호 (수내동/ 금산프라자빌딩),분당구,37.370407182,127.122592815
학원,더벨몬트어학원,20210308,20210308,개원,16,86,국제화,외국어,실용외국어(유아/초·중·고),13600,경기도 성남시 분당구 돌마로356번길 3,/ 5층 507호 (수내동/ 그랜드빌딩),분당구,37.369730708,127.123322025
학원,더브리티시프리프렙분당하우스학원,20040504,20040504,개원,256,411,종합(대),,,13562,경기도 성남시 분당구 정자일로 100,/ 402호 (정자동/ 미켈란쉐르빌),분당구,37.358756693,127.106603051
교습소,더색소포니스트음악교습소,20100914,20100914,개원,1,5,예능(대),예능(중),음악,463872,경기도 성남시 분당구 정자일로 121,(정자동/분당 더샵스타파크) 2층 F-04호,분당구,37.361322979,127.104866991
학원,더샾24음악학원,20150409,20150409,개원,5,41,기예(대),기예(중),실용음악(성악),463410,경기도 성남시 분당구 운중로 140,/ 메트로골드 7층 702호 ,분당구,37.391252547,127.078532137
학원,더샾실용음악학원,20100106,20100106,개원,3,20,예능(대),예능(중),음악,463806,경기도 성남시 분당구 판교로 446,(이매동/그린프라자) 501호,분당구,37.405120250,127.123354055
교습소,더샾피아노교습소,20140326,20140326,개원,16,4,예능(대),예능(중),음악,13512,경기도 성남시 분당구 판교로 669,/ 상가동 108호 (야탑동/ 목련마을영남아파트),분당구,37.405726111,127.146973374
교습소,더스트링바이올린교습소,20121210,20121210,개원,4,3,예능(대),예능(중),음악,463850,경기도 성남시 분당구 정자일로 55,/ 109동 405호 일부 (금곡동/분당두산위브),분당구,37.354400908,127.105047105
교습소,더스트링음악교습소,20110427,20110427,개원,30,5,예능(대),예능(중),음악,463977,경기도 성남시 분당구 판교원로82번길 30,(운중동/산운마을) 산운마을 상가동 205호,분당구,37.387330110,127.074163295
학원,더스트링음악학원,20121116,20121116,개원,450,42,예능(대),예능(중),음악,463440,경기도 성남시 분당구 운중로 118,/ 603호 (운중동/스타타워),분당구,37.391390793,127.076059779
학원,더에이치조형미술학원,20091030,20091030,개원,10,39,예능(대),예능(중),미술,463840,경기도 성남시 분당구 판교로 475,/ 203호 (야탑동/ 굿모닝프라자),분당구,37.405673773,127.126704420
학원,더오른수학학원,20150717,20150717,개원,320,129,입시.검정 및 보습,보통교과,보습,463825,경기도 성남시 분당구 백현로 97,/ 307호일부 (수내동/ 수내동 다운타운),분당구,37.376857548,127.111380252
학원,더오름영어학원,20161109,20161109,개원,20,59,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 돌마로 361,/ 5층 3호 (수내동/동신코아빌딩),분당구,37.370585061,127.123030356
학원,더웨이영어전문학원,20150203,20150203,개원,36,61,입시.검정 및 보습,보통교과,보습,463420,경기도 성남시 분당구 동판교로 61,/ 502호 (백현동/자유퍼스트프라자2),분당구,37.388465106,127.115407533
학원,더조은음악학원,20080820,20080820,개원,90,25,예능(대),예능(중),음악,463856,경기도 성남시 분당구 벌말로 35,(야탑동/대명빌딩) 301호,분당구,37.411180647,127.138001165
교습소,더첼로(THECELLO)음악교습소,20220829,20220829,개원,4,5,예능(대),예능(중),음악,13613,경기도 성남시 분당구 정자일로 55,/ 108동 111호 (금곡동/ 분당두산위브아파트),분당구,37.354400908,127.105047105
교습소,더카이스트과학교습소,20200131,20200131,개원,20,5,입시.검정 및 보습,보통교과,보습,13599,경기도 성남시 분당구 돌마로 361,/ 2층 223호 (수내동/ 동신코아빌딩),분당구,37.370585061,127.123030356
학원,더코스펫에듀프로학원,20180102,20180102,개원,90,76,직업기술,일반서비스,애견미용,13637,경기도 성남시 분당구 성남대로 38,/ 3층일부 (구미동/케이앤에프코퍼레이션),분당구,37.339293124,127.109391147
